"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2012-Q4","T4-2012",5.612,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2012-Q3","T3-2012",5.075,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2013","2013",6.303,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2013-Q1","T1-2013",5.06,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2013-Q2","T2-2013",8.263,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2013-Q4","T4-2013",7.609,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2013-Q3","T3-2013",4.279,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2014","2014",4.496,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2014-Q2","T2-2014",4.768,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2014-Q1","T1-2014",7.56,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2014-Q4","T4-2014",2.902,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2014-Q3","T3-2014",2.752,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2015","2015",4.135,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2015-Q1","T1-2015",4.935,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2015-Q2","T2-2015",4.657,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2015-Q4","T4-2015",3.621,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2015-Q3","T3-2015",3.326,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2016","2016",5.103,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2016-Q2","T2-2016",7.731,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2016-Q1","T1-2016",3.736,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2016-Q4","T4-2016",3.792,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2016-Q3","T3-2016",5.153,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2017","2017",4.984,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2017-Q1","T1-2017",5.482,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2017-Q2","T2-2017",6.56,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2017-Q4","T4-2017",4.272,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2017-Q3","T3-2017",3.623,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2018-Q2","T2-2018",1.875,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2018-Q1","T1-2018",6.88,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","3","licenza di scuola elementare, nessun titolo di studio","TOTAL","totale","2018-Q3","T3-2018",4.669,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2004","2004",261.613,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2004-Q2","T2-2004",267.245,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2004-Q1","T1-2004",268.042,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2004-Q4","T4-2004",260.831,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2004-Q3","T3-2004",250.335,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2005","2005",263.85,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2005-Q1","T1-2005",266.647,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2005-Q2","T2-2005",264.164,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2005-Q4","T4-2005",266.757,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2005-Q3","T3-2005",257.831,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2006","2006",261.526,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2006-Q2","T2-2006",262.632,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2006-Q1","T1-2006",268.362,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2006-Q4","T4-2006",262.329,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2006-Q3","T3-2006",252.781,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2007","2007",260.603,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2007-Q1","T1-2007",262.263,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2007-Q2","T2-2007",260.093,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2007-Q4","T4-2007",264.976,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2007-Q3","T3-2007",255.078,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2008","2008",266.482,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2008-Q2","T2-2008",275.598,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2008-Q1","T1-2008",274.257,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2008-Q4","T4-2008",260.217,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2008-Q3","T3-2008",255.856,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2009","2009",278.077,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2009-Q1","T1-2009",275.641,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2009-Q2","T2-2009",294.355,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2009-Q4","T4-2009",265.145,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2009-Q3","T3-2009",277.166,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2010","2010",269.622,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2010-Q2","T2-2010",272.155,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2010-Q1","T1-2010",264.736,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2010-Q4","T4-2010",280.366,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2010-Q3","T3-2010",261.232,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2011","2011",279.059,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2011-Q1","T1-2011",285.204,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2011-Q2","T2-2011",288.342,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2011-Q4","T4-2011",273.231,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2011-Q3","T3-2011",269.46,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2012","2012",273.88,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2012-Q2","T2-2012",278.329,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2012-Q1","T1-2012",278.608,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2012-Q4","T4-2012",270.701,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2012-Q3","T3-2012",267.883,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2013","2013",279.335,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2013-Q1","T1-2013",280.946,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2013-Q2","T2-2013",291.359,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2013-Q4","T4-2013",275.236,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2013-Q3","T3-2013",269.799,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2014","2014",275.867,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2014-Q2","T2-2014",288.319,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2014-Q1","T1-2014",279.736,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2014-Q4","T4-2014",271.091,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2014-Q3","T3-2014",264.323,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2015","2015",280.744,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2015-Q1","T1-2015",289.656,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2015-Q2","T2-2015",286.488,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2015-Q4","T4-2015",276.809,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2015-Q3","T3-2015",270.023,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2016","2016",270.244,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2016-Q2","T2-2016",276.402,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2016-Q1","T1-2016",284.002,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2016-Q4","T4-2016",272.139,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2016-Q3","T3-2016",248.431,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2017","2017",275.096,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2017-Q1","T1-2017",288.997,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2017-Q2","T2-2017",281.292,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2017-Q4","T4-2017",268.729,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2017-Q3","T3-2017",261.368,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2018-Q2","T2-2018",292.324,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2018-Q1","T1-2018",277.61,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","4","licenza di scuola media","TOTAL","totale","2018-Q3","T3-2018",266.161,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2004","2004",46.165,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2004-Q2","T2-2004",53.33,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2004-Q1","T1-2004",37.675,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2004-Q4","T4-2004",44.73,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2004-Q3","T3-2004",48.923,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2005","2005",44.703,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2005-Q1","T1-2005",44.387,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2005-Q2","T2-2005",48.732,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2005-Q4","T4-2005",40.836,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2005-Q3","T3-2005",44.857,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2006","2006",39.992,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2006-Q2","T2-2006",40.895,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2006-Q1","T1-2006",35.408,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2006-Q4","T4-2006",38.482,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2006-Q3","T3-2006",45.183,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2007","2007",39.736,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2007-Q1","T1-2007",35.661,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2007-Q2","T2-2007",44.393,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2007-Q4","T4-2007",36.062,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2007-Q3","T3-2007",42.828,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2008","2008",41.434,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2008-Q2","T2-2008",34.69,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2008-Q1","T1-2008",41.485,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2008-Q4","T4-2008",48.976,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2008-Q3","T3-2008",40.584,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2009","2009",41.373,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2009-Q1","T1-2009",44.785,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2009-Q2","T2-2009",37.807,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2009-Q4","T4-2009",45.022,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2009-Q3","T3-2009",37.877,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2010","2010",44.715,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2010-Q2","T2-2010",50.154,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2010-Q1","T1-2010",46.458,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2010-Q4","T4-2010",37.675,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2010-Q3","T3-2010",44.571,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2011","2011",43.405,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2011-Q1","T1-2011",39.009,,
"ITD","Nord-est","POP_15","popolazione 15 anni e oltre (migliaia)","1","maschi","Y15-24","15-24 anni","5","diploma 2-3 anni (qualifica professionale)","TOTAL","totale","2011-Q2","T2-2011",42.74,,
